Fighter;Result;Opponent;Method;Date;Fight Number
Chris Lytle;def.;Tiki Ghosn;Submission;April 2, 2004;7
Yves Edwards;def.;Hermes França;Decision;April 2, 2004;6
Andrei Arlovski;def.;Wesley Correira;TKO;April 2, 2004;5
Nick Diaz;def.;Robbie Lawler;KO;April 2, 2004;4
Mike Kyle;def.;Wes Sims;KO;April 2, 2004;3
Jonathan Wiezorek;def.;Wade Shipp;TKO;April 2, 2004;2
Genki Sudo;def.;Mike Brown;Submission;April 2, 2004;1
Vitor Belfort;def.;Randy Couture;TKO;January 31, 2004;8
B.J. Penn;def.;Matt Hughes;Submission;January 31, 2004;7
Frank Mir;def.;Wes Sims;KO;January 31, 2004;6
Renato Verissimo;def.;Carlos Newton;Decision;January 31, 2004;5
Lee Murray;def.;Jorge Rivera;Submission;January 31, 2004;4
Georges St-Pierre;def.;Karo Parisyan;Decision;January 31, 2004;3
Josh Thomson;def.;Hermes França;Decision;January 31, 2004;2
Matt Serra;def.;Jeff Curran;Decision;January 31, 2004;1
Matt Hughes;def.;Frank Trigg;Submission;November 21, 2003;8
Matt Lindland;def.;Falaniko Vitale;Submission;November 21, 2003;7
Wesley Correira;def.;Tank Abbott;TKO;November 21, 2003;6
Evan Tanner;def.;Phil Baroni;TKO;November 21, 2003;5
Robbie Lawler;def.;Chris Lytle;Decision;November 21, 2003;4
Pedro Rizzo;def.;Ricco Rodriguez;Decision;November 21, 2003;3
Keith Rockel;def.;Chris Liguori;Submission;November 21, 2003;2
Yves Edwards;def.;Nick Agallar;TKO;November 21, 2003;1
Randy Couture;def.;Tito Ortiz;Decision;September 26, 2003;9
Tim Sylvia;def.;Gan McGee;TKO;September 26, 2003;8
Andrei Arlovski;def.;Vladimir Matyushenko;KO;September 26, 2003;7
Jorge Rivera;def.;David Loiseau;Decision;September 26, 2003;6
Rich Franklin;def.;Edwin Dewees;TKO;September 26, 2003;5
Karo Parisyan;def.;Dave Strasser;Submission;September 26, 2003;4
Josh Thomson;def.;Gerald Strebendt;KO;September 26, 2003;3
Nick Diaz;def.;Jeremy Jackson;Submission;September 26, 2003;2
Hermes França;def.;Caol Uno;KO;September 26, 2003;1
Randy Couture;def.;Chuck Liddell;TKO;June 6, 2003;8
Kimo Leopoldo;def.;Tank Abbott;Submission;June 6, 2003;7
Vitor Belfort;def.;Marvin Eastman;TKO;June 6, 2003;6
Vernon White;vs.;Ian Freeman;Draw;June 6, 2003;5
Frank Mir;def.;Wes Sims;Disqualification;June 6, 2003;4
Pedro Rizzo;def.;Tra Telligman;TKO;June 6, 2003;3
Falaniko Vitale;def.;Matt Lindland;TKO;June 6, 2003;2
Yves Edwards;def.;Eddie Ruiz;Decision;June 6, 2003;1
Matt Hughes;def.;Sean Sherk;Decision;April 25, 2003;8
Pete Spratt;def.;Robbie Lawler;Submission;April 25, 2003;7
Dave Strasser;def.;Romie Aram;Decision;April 25, 2003;6
Wesley Correira;def.;Sean Alvarez;TKO;April 25, 2003;5
Rich Franklin;def.;Evan Tanner;TKO;April 25, 2003;4
Duane Ludwig;def.;Genki Sudo;Decision;April 25, 2003;3
Hermes França;def.;Rich Crunkilton;Decision;April 25, 2003;2
David Loiseau;def.;Mark Weir;KO;April 25, 2003;1
Tim Sylvia;def.;Ricco Rodriguez;TKO;February 28, 2003;8
Frank Mir;def.;Tank Abbott;Submission;February 28, 2003;7
B.J. Penn;vs.;Caol Uno;Draw;February 28, 2003;6
Matt Lindland;def.;Phil Baroni;Decision;February 28, 2003;5
Vladimir Matyushenko;def.;Pedro Rizzo;Decision;February 28, 2003;4
Din Thomas;def.;Matt Serra;Decision;February 28, 2003;3
Gan McGee;def.;Alexandre Dantas;TKO;February 28, 2003;2
Yves Edwards;def.;Rich Clementi;Submission;February 28, 2003;1
Tito Ortiz;def;Ken Shamrock;TKO;November 22, 2002;8
Chuck Liddell;def.;Renato Sobral;TKO;November 22, 2002;7
Matt Hughes;def.;Gil Castillo;TKO;November 22, 2002;6
Carlos Newton;def.;Pete Spratt;Submission;November 22, 2002;5
Robbie Lawler;def.;Tiki Ghosn;TKO;November 22, 2002;4
Andrei Arlovski;def.;Ian Freeman;TKO;November 22, 2002;3
Vladimir Matyushenko;def.;Travis Wiuff;Submission;November 22, 2002;2
Phillip Miller;def.;Mark Weir;Submission;November 22, 2002;1
Ricco Rodriguez;def.;Randy Couture;Submission;September 27, 2002;8
Tim Sylvia;def.;Wesley Correira;TKO;September 27, 2002;7
B.J. Penn;def.;Matt Serra;Decision;September 27, 2002;6
Caol Uno;def.;Din Thomas;Decision;September 27, 2002;5
Gan McGee;def.;Pedro Rizzo;TKO;September 27, 2002;4
Phil Baroni;def.;Dave Menne;KO;September 27, 2002;3
Matt Lindland;def.;Ivan Salaverry;Decision;September 27, 2002;2
Sean Sherk;def.;Benji Radach;TKO;September 27, 2002;1
Matt Hughes;def.;Carlos Newton;TKO;July 13, 2002;7
Ian Freeman;def.;Frank Mir;TKO;July 13, 2002;6
Mark Weir;def.;Eugene Jackson;KO;July 13, 2002;5
Genki Sudo;def.;Leigh Remedios;Submission;July 13, 2002;4
Phillip Miller;def.;James Zikic;Decision;July 13, 2002;3
Renato Sobral;def.;Elvis Sinosic;Decision;July 13, 2002;2
Evan Tanner;def.;Chris Haseman;Decision;July 13, 2002;1
Chuck Liddell;def.;Vitor Belfort;Decision;June 22, 2002;6
Benji Radach;def.;Nick Serra;Decision;June 22, 2002;5
Pete Spratt;def.;Zach Light;Submission;June 22, 2002;4
Robbie Lawler;def.;Steve Berger;TKO;June 22, 2002;3
Tony Fryklund;def.;Rodrigo Ruas;TKO;June 22, 2002;2
Yves Edwards;def.;Joao Marcos Pierini;TKO;June 22, 2002;1
Josh Barnett;def.;Randy Couture;TKO;March 22, 2002;8
Pedro Rizzo;def.;Andrei Arlovski;KO;March 22, 2002;7
Matt Hughes;def.;Hayato Sakurai;TKO;March 22, 2002;6
Matt Lindland;def.;Pat Miletich;TKO;March 22, 2002;5
Evan Tanner;def.;Elvis Sinosic;TKO;March 22, 2002;4
Frank Mir;def.;Pete Williams;Submission;March 22, 2002;3
Matt Serra;def.;Kelly Dullanty;Submission;March 22, 2002;2
Sean Sherk;def.;Jutaro Nakao;Decision;March 22, 2002;1
Jens Pulver;def.;B.J. Penn;Decision;January 11, 2002;8
Ricco Rodriguez;def.;Jeff Monson;TKO;January 11, 2002;7
Murilo Bustamante;def.;Dave Menne;TKO;January 11, 2002;6
Chuck Liddell;def.;Amar Suloev;Decision;January 11, 2002;5
Andrei Semenov;def.;Ricardo Almeida;TKO;January 11, 2002;4
Kevin Randleman;def.;Renato Sobral;Decision;January 11, 2002;3
Gil Castillo;def.;Chris Brennan;Decision;January 11, 2002;2
Eugene Jackson;def.;Keith Rockel;Submission;January 11, 2002;1
Randy Couture;def.;Pedro Rizzo;TKO;November 2, 2001;8
Matt Hughes;def.;Carlos Newton;KO;November 2, 2001;7
Ricco Rodriguez;def.;Pete Williams;TKO;November 2, 2001;6
B.J. Penn;def.;Caol Uno;KO;November 2, 2001;5
Josh Barnett;def.;Bobby Hoffman;Submission;November 2, 2001;4
Evan Tanner;def.;Homer Moore;Submission;November 2, 2001;3
Matt Lindland;def.;Phil Baroni;Decision;November 2, 2001;2
Frank Mir;def.;Roberto Traven;Submission;November 2, 2001;1
Tito Ortiz;def.;Vladimir Matyushenko;Decision;September 28, 2001;8
Jens Pulver;def.;Dennis Hallman;Decision;September 28, 2001;7
Dave Menne;def.;Gil Castillo;Decision;September 28, 2001;6
Chuck Liddell;def.;Murilo Bustamante;Decision;September 28, 2001;5
Matt Serra;def.;Yves Edwards;Decision;September 28, 2001;4
Jutaro Nakao;def.;Tony DeSouza;KO;September 28, 2001;3
Ricardo Almeida;def.;Eugene Jackson;Submission;September 28, 2001;2
Din Thomas;def.;Fabiano Iha;Decision;September 28, 2001;1
Tito Ortiz;def.;Elvis Sinosic;TKO;June 29, 2001;8
B.J. Penn;def.;Din Thomas;TKO;June 29, 2001;7
Josh Barnett;def.;Semmy Schilt;Submission;June 29, 2001;6
Pat Miletich;def.;Shonie Carter;KO;June 29, 2001;5
Caol Uno;def.;Fabiano Iha;KO;June 29, 2001;4
Vladimir Matyushenko;def.;Yuki Kondo;Unanimous decision;June 29, 2001;3
Ricco Rodriguez;def.;Andrei Arlovski;TKO;June 29, 2001;2
Tony DeSouza;def.;Paul Rodriguez;Submission;June 29, 2001;1
Randy Couture;def.;Pedro Rizzo;Decision;May 4, 2001;8
Carlos Newton;def.;Pat Miletich;Submission;May 4, 2001;7
Chuck Liddell;def.;Kevin Randleman;KO;May 4, 2001;6
Shonie Carter;def.;Matt Serra;KO;May 4, 2001;5
Semmy Schilt;def.;Pete Williams;TKO;May 4, 2001;4
Matt Lindland;def.;Ricardo Almeida;Disqualification;May 4, 2001;3
B.J. Penn;def.;Joey Gilbert;TKO;May 4, 2001;2
Tony DeSouza;def.;Steve Berger;Decision;May 4, 2001;1
Tito Ortiz;def.;Evan Tanner;KO;February 23, 2001;8
Jens Pulver;def.;Caol Uno;Decision;February 23, 2001;7
Fabiano Iha;def.;Phil Johns;Submission;February 23, 2001;6
Elvis Sinosic;def.;Jeremy Horn;Submission;February 23, 2001;5
Pedro Rizzo;def.;Josh Barnett;KO;February 23, 2001;4
Bobby Hoffman;vs.;Mark Robinson;No Contest;February 23, 2001;3
Phil Baroni;def.;Curtis Stout;Decision;February 23, 2001;2
Sean Sherk;def.;Tiki Ghosn;Verbal Submission;February 23, 2001;1
Tito Ortiz;def.;Yuki Kondo;Submission;December 16, 2000;7
Pat Miletich;def.;Kenichi Yamamoto;Submission;December 16, 2000;6
Matt Lindland;def.;Yoji Anjo;TKO;December 16, 2000;5
Fabiano Iha;def.;Daiju Takase;TKO;December 16, 2000;4
Evan Tanner;def.;Lance Gibson;TKO;December 16, 2000;3
Dennis Hallman;def.;Matt Hughes;Submission;December 16, 2000;2
Chuck Liddell;def.;Jeff Monson;Decision;December 16, 2000;1
Randy Couture;def.;Kevin Randleman;TKO;November 17, 2000;7
Renato Sobral;def.;Maurice Smith;Decision;November 17, 2000;6
Josh Barnett;def.;Gan McGee;TKO;November 17, 2000;5
Andrei Arlovski;def.;Aaron Brink;Submission;November 17, 2000;4
Jens Pulver;def.;John Lewis;KO;November 17, 2000;3
Mark Hughes;def.;Alex Stiebling;Decision;November 17, 2000;2
Ben Earwood;def.;Chris Lytle;Decision;November 17, 2000;1
Tito Ortiz;def.;Wanderlei Silva;Decision;April 14, 2000;6
Murilo Bustamante;def.;Yoji Anjo;Submission;April 14, 2000;5
Sanae Kikuta;def.;Eugene Jackson;Submission;April 14, 2000;4
Ron Waterman;def.;Satoshi Honma;Decision;April 14, 2000;3
Ikuhisa Minowa;def.;Joe Slick;TKO;April 14, 2000;2
LaVerne Clark;def.;Koji Oishi;Decision;April 14, 2000;1
Tedd Williams;def.;Steve Judson;TKO;March 10, 2000;7
Lance Gibson;def.;Jermaine Andre;KO;March 10, 2000;6
Dave Menne;def.;Fabiano Iha;Decision;March 10, 2000;5
Bob Cook;def.;Tiki Ghosn;Submission;March 10, 2000;4
Jens Pulver;def.;David Velasquez;TKO;March 10, 2000;3
Scott Adams;def.;Ian Freeman;Submission;March 10, 2000;2
Shonie Carter;def.;Brad Gumm;Decision;March 10, 2000;1
Kevin Randleman;def.;Pete Williams;Unanimous decision;November 19, 1999;7
Pedro Rizzo;def.;Tsuyoshi Kosaka;TKO;November 19, 1999;6
Joe Slick;def.;Jason DeLucia;TKO;November 19, 1999;5
Eugene Jackson;def.;Keiichiro Yamamiya;KO;November 19, 1999;4
Kenichi Yamamoto;def.;Katsuhisa Fujii;Submission;November 19, 1999;3
Katsuhisa Fujii;def.;Masutatsu Yano;TKO;November 19, 1999;2
Kenichi Yamamoto;def.;Daiju Takase;Unanimous decision;November 19, 1999;1
Frank Shamrock;def.;Tito Ortiz;Submission;September 24, 1999;8
Jens Pulver;vs.;Alfonso Alcarez;Draw;September 24, 1999;7
Brad Kohler;def.;Steve Judson;KO;September 24, 1999;6
Tim Lajcik;vs.;Ron Waterman;Draw;September 24, 1999;5
John Lewis;def.;Lowell Anderson;TKO;September 24, 1999;4
Matt Hughes;def.;Valeri Ignatov;Decision;September 24, 1999;3
Jeremy Horn;def.;Jason Godsey;Submission;September 24, 1999;2
Chuck Liddell;def.;Paul Jones;TKO;September 24, 1999;1
Bas Rutten;def.;Kevin Randleman;Decision;May 7, 1999;7
Pedro Rizzo;def.;Tra Telligman;KO;May 7, 1999;6
Pete Williams;def.;Travis Fulton;Submission;May 7, 1999;5
Wanderlei Silva;def.;Tony Petarra;KO;May 7, 1999;4
Marcelo Mello;def.;Dave Roberts;TKO;May 7, 1999;3
LaVerne Clark;def.;Fabiano Iha;TKO;May 7, 1999;2
Ron Waterman;def.;Chris Condo;TKO;May 7, 1999;1
Tito Ortiz;def.;Guy Mezger;TKO;March 5, 1999;7
Gary Goodridge;def.;Andre Roberts;Submission;March 5, 1999;6
Jeremy Horn;def.;Chuck Liddell;Technical Submission;March 5, 1999;5
Kevin Randleman;def.;Maurice Smith;Decision;March 5, 1999;4
Evan Tanner;def.;Valeri Ignatov;TKO;March 5, 1999;3
Pete Williams;def.;Jason Godsey;Submission;March 5, 1999;2
Sione Latu;def.;Joey Roberts;TKO;March 5, 1999;1
Pat Miletich;def.;Jorge Patino;Unanimous decision;January 8, 1999;7
Evan Tanner;def.;Darrel Gholar;Submission;January 8, 1999;6
Mikey Burnett;def.;Townsend Saunders;Unanimous decision;January 8, 1999;5
Tito Ortiz;def.;Jerry Bohlander;TKO;January 8, 1999;4
Pedro Rizzo;def.;Mark Coleman;Split decision;January 8, 1999;3
Bas Rutten;def.;Tsuyoshi Kosaka;TKO;January 8, 1999;2
Laverne Clark;def.;Frank Caracci;Submission;January 8, 1999;1
Frank Shamrock;def.;John Lober;Submission;October 16, 1998;8
Pat Miletich;def.;Mikey Burnett;Split decision;October 16, 1998;7
Vitor Belfort;def.;Wanderlei Silva;TKO;October 16, 1998;6
Pedro Rizzo;def.;Tank Abbott;KO;October 16, 1998;5
Tsuyoshi Kosaka;def.;Pete Williams;Decision;October 16, 1998;4
Ebenezer Fontes Braga;def.;Jeremy Horn;Submission;October 16, 1998;3
Cesar Marscucci;def.;Paulo Santos;TKO;October 16, 1998;2
Tulio Palhares;def.;Adriano Santos;TKO;October 16, 1998;1
Frank Shamrock;def.;Jeremy Horn;Submission;May 15, 1998;9
Pete Williams;def.;Mark Coleman;KO;May 15, 1998;8
Tank Abbott;def.;Hugo Duarte;TKO;May 15, 1998;7
Mike Van Arsdale;def.;Joe Pardo;Submission;May 15, 1998;6
Andre Roberts;def.;Harry Moskowitz;KO;May 15, 1998;5
Chuck Liddell;def.;Noe Hernandez;Unanimous decision;May 15, 1998;4
Dan Henderson;def.;Carlos Newton;Split decision;May 15, 1998;3
Dan Henderson;def.;Allan Goes;Unanimous decision;May 15, 1998;2
Carlos Newton;def.;Bob Gilstrap;Submission;May 15, 1998;1
Frank Shamrock;def.;Igor Zinoviev;KO;March 13, 1998;8
Tsuyoshi Kohsaka;def.;Kimo Leopoldo;Unanimous decision;March 13, 1998;7
Jerry Bohlander;def.;Kevin Jackson;Technical submission;March 13, 1998;6
Pat Miletich;def.;Chris Brennan;Submission;March 13, 1998;5
Mikey Burnett;def.;Eugenio Tadeu;TKO;March 13, 1998;4
Pat Miletich;def.;Townsend Saunders;Split decision;March 13, 1998;3
Laverne Clark;def.;Josh Stuart;TKO;March 13, 1998;2
Chris Brennan;def.;Courtney Turner;Submission;March 13, 1998;1
Randy Couture;def.;Maurice Smith;Decision;December 21, 1997;7
Kazushi Sakuraba;def.;Marcus Silveira;Submission;December 21, 1997;6
Vitor Belfort;def.;Joe Charles;Submission;December 21, 1997;5
Frank Shamrock;def.;Kevin Jackson;Submission;December 21, 1997;4
Kazushi Sakuraba;vs.;Marcus Silveira;No Contest;December 21, 1997;3
Tank Abbott;def.;Yoji Anjo;Decision;December 21, 1997;2
Tra Telligman;def.;Brad Kohler;Submission;December 21, 1997;1
Maurice Smith;def.;Tank Abbott;Submission;October 17, 1997;7
Randy Couture;def.;Vitor Belfort;TKO;October 17, 1997;6
Mark Kerr;def.;Dwayne Cason;Submission;October 17, 1997;5
Mark Kerr;def.;Greg Stott;KO;October 17, 1997;4
Dave Beneteau;def.;Carlos Barreto;Decision;October 17, 1997;3
Alex Hunter;def.;Harry Moskowitz;Decision;October 17, 1997;2
Dwayne Cason;def.;Houston Dorr;TKO;October 17, 1997;1
Maurice Smith;def.;Mark Coleman;Unanimous decision;July 27, 1997;9
Kevin Jackson;def.;Tony Fryklund;Submission;July 27, 1997;8
Joe Moreira;def.;Yuri Vaulin;Unanimous decision;July 27, 1997;7
Kevin Jackson;def.;Todd Butler;Submission;July 27, 1997;6
Tony Fryklund;def.;Donnie Chappell;Submission;July 27, 1997;5
Mark Kerr;def.;Dan Bobish;Submission;July 27, 1997;4
Mark Kerr;def.;Moti Horenstein;TKO;July 27, 1997;3
Dan Bobish;def.;Brian Johnston;Submission;July 27, 1997;2
Alex Hunter;def.;Sam Fulton;TKO;July 27, 1997;1
Guy Mezger;def.;Tito Ortiz;Submission;May 30, 1997;9
Guy Mezger;def.;Christophe Leininger;Decision;May 30, 1997;8
Enson Inoue;def.;Royce Alger;Submission;May 30, 1997;7
Tito Ortiz;def.;Wes Albritton;TKO;May 30, 1997;6
Randy Couture;def.;Steven Graham;TKO;May 30, 1997;5
Steven Graham;def.;Dmitri Stepanov;Submission;May 30, 1997;4
Randy Couture;def.;Tony Halme;Submission;May 30, 1997;3
Jack Nilson;def.;Saeed Hosseini;TKO;May 30, 1997;2
Vitor Belfort;def.;Tank Abbott;TKO;May 30, 1997;1
Jerry Bohlander;def.;Nick Sanzo;Submission;February 7, 1997;9
Jerry Bohlander;def.;Rainy Martinez;Submission;February 7, 1997;8
Yoshiki Takahashi;def.;Wallid Ismail;Decision;February 7, 1997;7
Nick Sanzo;def.;Jackie Lee;TKO;February 7, 1997;6
Mark Coleman;def.;Dan Severn;Submission;February 7, 1997;5
Vitor Belfort;def.;Scott Ferrozzo;TKO;February 7, 1997;4
Scott Ferrozzo;def.;Jim Mullen;TKO;February 7, 1997;3
Vitor Belfort;def.;Tra Telligman;TKO;February 7, 1997;2
Justin Martin;def.;Eric Martin;Submission;February 7, 1997;1
Don Frye;def.;Tank Abbott;Submission;December 7, 1996;10
Tank Abbott;def.;Steve Nelmark;KO;December 7, 1996;9
Don Frye;def.;Mark Hall;Submission;December 7, 1996;8
Ken Shamrock;def.;Brian Johnston;Submission;December 7, 1996;7
Tank Abbott;def.;Cal Worsham;Submission;December 7, 1996;6
Don Frye;def.;Gary Goodridge;Submission;December 7, 1996;5
Kimo Leopoldo;def.;Paul Varelans;TKO;December 7, 1996;4
Mark Hall;def.;Felix Mitchell;TKO;December 7, 1996;3
Steve Nelmark;def.;Marcus Bossett;Submission;December 7, 1996;2
Tai Bowden;def.;Jack Nilson;Submission;December 7, 1996;1
Mark Coleman;def.;Brian Johnston;Submission;September 20, 1996;8
Scott Ferrozzo;def.;Tank Abbott;Unanimous decision;September 20, 1996;7
Mark Coleman;def.;Julian Sanchez;Submission;September 20, 1996;6
Brian Johnston;def.;Reza Nasri;TKO;September 20, 1996;5
Tank Abbott;def.;Sam Adkins;Submission;September 20, 1996;4
Jerry Bohlander;def.;Fabio Gurgel;Unanimous decision;September 20, 1996;3
Scott Ferrozzo;def.;Sam Fulton;Submission;September 20, 1996;2
Roberto Traven;def.;Dave Berry;Submission;September 20, 1996;1
Mark Coleman;def.;Don Frye;TKO;July 12, 1996;9
Don Frye;def.;Brian Johnston;Submission;July 12, 1996;8
Mark Coleman;def.;Gary Goodridge;Submission;July 12, 1996;7
Don Frye;def.;Mark Hall;TKO;July 12, 1996;6
Brian Johnston;def.;Scott Fiedler;Submission;July 12, 1996;5
Mark Coleman;def.;Moti Horenstein;Submission;July 12, 1996;4
Gary Goodridge;def.;John Campetella;KO;July 12, 1996;3
Geza Kalman;def.;Dieuseul Berto;TKO;July 12, 1996;2
Sam Adkins;def.;Felix Mitchell;Unanimous decision;July 12, 1996;1
Dan Severn;def.;Ken Shamrock;Split decision;May 17, 1996;7
Steve Nelmark;def.;Tai Bowden;TKO;May 17, 1996;6
Cal Worsham;def.;Zane Frazier;TKO;May 17, 1996;5
Rafael Carino;def.;Matt Andersen;TKO;May 17, 1996;4
Mark Schultz;def.;Gary Goodridge;TKO;May 17, 1996;3
Mark Hall;def.;Koji Kitao;TKO;May 17, 1996;2
Don Frye;def.;Amaury Bitetti;TKO;May 17, 1996;1
Ken Shamrock;def.;Kimo Leopoldo;Submission;February 16, 1996;9
Don Frye;def.;Gary Goodridge;Submission;February 16, 1996;8
Don Frye;def.;Sam Adkins;TKO;February 16, 1996;7
Gary Goodridge;def.;Jerry Bohlander;TKO;February 16, 1996;6
Don Frye;def.;Thomas Ramirez;KO;February 16, 1996;5
Paul Varelans;def.;Joe Moreira;Unanimous Decision;February 16, 1996;4
Jerry Bohlander;def.;Scott Ferrozzo;Submission;February 16, 1996;3
Gary Goodridge;def.;Paul Herrera;KO;February 16, 1996;2
Sam Adkins;def.;Keith Mielke;Submission;February 16, 1996;1
Ken Shamrock;vs.;Oleg Taktarov;Draw;September 8, 1995;11
Marco Ruas;def.;Paul Varelans;TKO;September 8, 1995;10
Paul Varelans;def.;Mark Hall;Submission;September 8, 1995;9
Marco Ruas;def.;Remco Pardoel;Submission;September 8, 1995;8
Paul Varelans;def.;Gerry Harris;Submission;September 8, 1995;7
Mark Hall;def.;Harold Howard;Submission;September 8, 1995;6
Remco Pardoel;def.;Ryan Parker;Submission;September 8, 1995;5
Marco Ruas;def.;Larry Cureton;Submission;September 8, 1995;4
Joel Sutton;def.;Geza Kalman;TKO;September 8, 1995;3
Onassis Parungao;def.;Francesco Maturi;Submission;September 8, 1995;2
Scott Bessac;def.;David Hood;Submission;September 8, 1995;1
Ken Shamrock;def.;Dan Severn;Submission;July 14, 1995;10
Oleg Taktarov;def.;Tank Abbott;Submission;July 14, 1995;9
Tank Abbott;def.;Paul Varelans;TKO;July 14, 1995;8
Oleg Taktarov;def.;Anthony Macias;Submission;July 14, 1995;7
Tank Abbott;def.;John Matua;KO;July 14, 1995;6
Paul Varelans;def.;Cal Worsham;KO;July 14, 1995;5
Patrick Smith;def.;Rudyard Moncayo;Submission;July 14, 1995;4
Oleg Taktarov;def.;Dave Beneteau;Submission;July 14, 1995;3
Joel Sutton;def.;Jack McLaughlin;Submission;July 14, 1995;2
Anthony Macias;def.;He-Man Ali Gipson;Submission;July 14, 1995;1
Ken Shamrock;vs.;Royce Gracie;Draw;April 7, 1995;10
Dan Severn;def.;Dave Beneteau;Submission;April 7, 1995;9
Dave Beneteau;def.;Todd Medina;Submission;April 7, 1995;8
Dan Severn;def.;Oleg Taktarov;TKO;April 7, 1995;7
Jon Hess;def.;Andy Anderson;TKO;April 7, 1995;6
Todd Medina;def.;Larry Cureton;Submission;April 7, 1995;5
Oleg Taktarov;def.;Ernie Verdicia;Submission;April 7, 1995;4
Dan Severn;def.;Joe Charles;Submission;April 7, 1995;3
Dave Beneteau;def.;Asbel Cancio;TKO;April 7, 1995;2
Guy Mezger;def.;John Dowdy;TKO;April 7, 1995;1
Royce Gracie;def.;Dan Severn;Submission;December 16, 1994;10
Royce Gracie;def.;Keith Hackney;Submission;December 16, 1994;9
Dan Severn;def.;Marcus Bossett;Submission;December 16, 1994;8
Royce Gracie;def.;Ron van Clief;Submission;December 16, 1994;7
Keith Hackney;def.;Joe Son;Submission;December 16, 1994;6
Steve Jennum;def.;Melton Bowen;Submission;December 16, 1994;5
Dan Severn;def.;Anthony Macias;Submission;December 16, 1994;4
Joe Charles;def.;Kevin Rosier;Submission;December 16, 1994;3
Marcus Bossett;def.;Eldo Dias Xavier;KO;December 16, 1994;2
Guy Mezger;def.;Jason Fairn;TKO;December 16, 1994;1
Steve Jennum;def.;Harold Howard;Submission;September 9, 1994;6
Ken Shamrock;def.;Felix Mitchell;Submission;September 9, 1994;5
Keith Hackney;def.;Emmanuel Yarborough;TKO;September 9, 1994;4
Ken Shamrock;def.;Christophe Leininger;Submission;September 9, 1994;3
Harold Howard;def.;Roland Payne;KO;September 9, 1994;2
Royce Gracie;def.;Kimo Leopoldo;Submission;September 9, 1994;1
Royce Gracie;def.;Patrick Smith;Submission;March 11, 1994;15
Patrick Smith;def.;Johnny Rhodes;Submission;March 11, 1994;14
Royce Gracie;def.;Remco Pardoel;Submission;March 11, 1994;13
Patrick Smith;def.;Scott Morris;KO;March 11, 1994;12
Johnny Rhodes;def.;Fred Ettish;Submission;March 11, 1994;11
Remco Pardoel;def.;Orlando Wiet;KO;March 11, 1994;10
Royce Gracie;def.;Jason DeLucia;Submission;March 11, 1994;9
